Podcast,Show,Series,Episode,Title,Speaker,Date,Scripture,Description,YouTube,AudioFile,Spotify,Bulletin,Artwork
School of Discipleship,Church History,The Christ of History: The Early Church and the Kingdom of God,6,Christianity in the Roman Empire,John Roney,2/26/2020,,,https://youtu.be/MwqAeDZqtyE,,,https://www.csmedia1.com/cpcnewhaven.org/6-christianity-in-roman-empire.pdf,
School of Discipleship,Leadership,Introduction to Spiritual Leadership Conference [2016],1,Total Christ Vision,Rev. Preston Graham,4/22/2016,,,https://youtu.be/DEk0axfHJaQ,,,https://www.csmedia1.com/cpcnewhaven.org/a-primer-in-total-christ-spirituality-2.pdf,
School of Discipleship,Leadership,Introduction to Spiritual Leadership Conference [2016],2,Ecclesial Evangelism,Rev. Craig Luekens,4/22/2016,,,https://youtu.be/YTxwjuyXX08,,,https://www.csmedia1.com/cpcnewhaven.org/islc_evangelism.pdf,
School of Discipleship,Leadership,Introduction to Spiritual Leadership Conference [2016],3,Confessional Theology,Rev. Preston Graham,4/23/2016,,,https://youtu.be/VMfnhcQm5PI,,,https://www.csmedia1.com/cpcnewhaven.org/primer-on-scripture-to-confession.pdf,
School of Discipleship,Leadership,Introduction to Spiritual Leadership Conference [2016],4,Lay Counseling and Discipleship,Rev. Kevin Nelson,4/23/2016,,,https://youtu.be/au_kh49HfN4,,,https://www.csmedia1.com/cpcnewhaven.org/counseling-and-discipleship-handout-for-islc-2016.pdf,
School of Discipleship,Leadership,Introduction to Spiritual Leadership Conference [2016],5,Duties and Character of a Spiritual Leader,Rev. Kevin Nelson,4/23/2016,,,https://youtu.be/bppRMdSzW64,,,https://www.csmedia1.com/cpcnewhaven.org/duties-and-characteristics-of-a-spiritual-leader-handout-for-islc-2016.pdf,
School of Discipleship,Leadership,Introduction to Spiritual Leadership Conference [2016],6,Calling and Next Steps,Rev. Preston Graham,4/23/2016,,,https://youtu.be/XoioCR8C32c,,,https://www.csmedia1.com/cpcnewhaven.org/discerning-your-calling-in-the-church.pdf,
School of Discipleship,Leadership,Introduction to Spiritual Leadership Conference [2016],0,Introduction,Rev. Preston Graham,4/22/2016,,,https://youtu.be/3RAL9gowQ_8,,,,
School of Discipleship,Leadership,Shepherd Leader Training I [2015],1,The Role of Shepherd Leader in Context of Total Christ Ecclesiology,,,,,,https://www.csmedia1.com/cpcnewhaven.org/shepherd1bd-20141101.mp3,,,
School of Discipleship,Leadership,Shepherd Leader Training I [2015],2,"The Nature, Extent, and Limits of Church Power",,,,,,https://www.csmedia1.com/cpcnewhaven.org/shepherd02abcd-20150214.mp3,,,
School of Discipleship,Leadership,Shepherd Leader Training I [2015],3,Biblical Church Polity,,,,,,https://www.csmedia1.com/cpcnewhaven.org/shepherd03abcde-20150314.mp3,,,
School of Discipleship,Leadership,Shepherd Leader Training I [2015],4,Life on Life Discipleship and Church Discipline,,,,,,https://www.csmedia1.com/cpcnewhaven.org/shepherd04abcd-20150411.mp3,,,
School of Discipleship,Leadership,Shepherd Leader Training I [2015],5,Duties and Calling of Elder/WLB,,,,,,https://www.csmedia1.com/cpcnewhaven.org/shepherd05-20150516.mp3,,,
School of Discipleship,Leadership,Shepherd Leader Training II [2015],6,Total Christ Church,,,,,,https://www.csmedia1.com/cpcnewhaven.org/shepherd06-20150912.mp3,,,
School of Discipleship,Leadership,Shepherd Leader Training II [2015],7,The Gospel Centered Church,,,,,,https://www.csmedia1.com/cpcnewhaven.org/shepherd07-20151010.mp3,,,
School of Discipleship,Leadership,Shepherd Leader Training II [2015],8,The Confessional Church,,,,,,https://www.csmedia1.com/cpcnewhaven.org/shepherd08-20151114.mp3,,,
School of Discipleship,Leadership,Shepherd Leader Training II [2015],9,The Sacramental Church,,,,,,https://www.csmedia1.com/cpcnewhaven.org/shepherd09-20160213.mp3,,,
School of Discipleship,Leadership,Shepherd Leader Training II [2015],10,The Communal Church,,,,,,https://www.csmedia1.com/cpcnewhaven.org/shepherd10-20160305.mp3,,,
School of Discipleship,Leadership,Shepherd Leader Training II [2015],11,The Missional Church,,,,,,https://www.csmedia1.com/cpcnewhaven.org/shepherd11-20160409.mp3,,,
School of Discipleship,Theology,Confessional Theology [2018],1,Introduction to Confessional Theology,,9/5/2018,,,,,https://open.spotify.com/episode/1GxLk8CIZHfMtjDAGDXywe,https://www.csmedia1.com/cpcnewhaven.org/-1-intro-to-confess.pdf,
School of Discipleship,Theology,Confessional Theology [2018],2,General Revelation and Apologetics,,9/5/2018,,,,,https://open.spotify.com/episode/4mwh2wGQzTjkYicgDNbfCG,https://www.csmedia1.com/cpcnewhaven.org/-2-general-revelation-apologetics.pdf,
School of Discipleship,Theology,Confessional Theology [2018],3,Holy Scripture,,9/19/2018,,,,,https://open.spotify.com/episode/491iTj1c5BE0UOPyFE2Rns,https://www.csmedia1.com/cpcnewhaven.org/-3-holyscripture.pdf,
School of Discipleship,Theology,Confessional Theology [2018],4,The Doctrine of God and Holy Trinity,,10/3/2018,,,,,https://open.spotify.com/episode/2Dcukn7hiTvn8YJ7aH3GVm,https://www.csmedia1.com/cpcnewhaven.org/-4-the-doctrine-of-god.pdf,
School of Discipleship,Theology,Confessional Theology [2018],5,"God's Sovereign Decrees and Human Freedom Applied to Evangelism, and Prayer",,10/17/2018,,,,,https://open.spotify.com/episode/0LoX9MJJdO7qTNahV5uGQZ,https://www.csmedia1.com/cpcnewhaven.org/-5-gods-decress-human-freedom-suffering-and-prayer.pdf,
School of Discipleship,Theology,Confessional Theology [2018],6,God's Providence Applied to Suffering and Christian Contentment,,10/31/2018,,,,,https://open.spotify.com/episode/3ip39ctOT4PNzgD8zL5qLE,https://www.csmedia1.com/cpcnewhaven.org/-5b-suffering.pdf,
School of Discipleship,Theology,Confessional Theology [2018],7,God's Creation and The Issue of Faith and Science,,11/14/2018,,,,,https://open.spotify.com/episode/7JpIzS78hDN4wtQCGH05cG,https://www.csmedia1.com/cpcnewhaven.org/-7-doctrine-of-creation.pdf,
School of Discipleship,Theology,Confessional Theology [2018],8,Anthropology and the Fall Unto Sin,,11/28/2018,,,,,https://open.spotify.com/episode/00Au9wU39ElqwtrH75br0P,https://www.csmedia1.com/cpcnewhaven.org/-8-anthropology-and-o.pdf,
School of Discipleship,Theology,Confessional Theology [2018],9,Effectual Calling,,12/5/2018,,,,,https://open.spotify.com/episode/3htD7z70luXt4NTeO2upKc,https://www.csmedia1.com/cpcnewhaven.org/-9-effectual-and-conversion.pdf,
School of Discipleship,Theology,Confessional Theology [2018],10,Conversion,,1/16/2019,,,,,https://open.spotify.com/episode/5KiaHgwv2o0VujRXsWkWUi,https://www.csmedia1.com/cpcnewhaven.org/-10-christian-conversion.pdf,
School of Discipleship,Theology,Confessional Theology [2018],11,Christology,,2/6/2019,,,,,https://open.spotify.com/episode/2FnSoqdgvQmviQGHWdtRng,https://www.csmedia1.com/cpcnewhaven.org/-11-mediator2.pdf,
School of Discipleship,Theology,Confessional Theology [2018],12,Justification and Adoption,,2/27/2019,,,,,https://open.spotify.com/episode/2TGbg9cn4zSJChNF2UwcTX,https://www.csmedia1.com/cpcnewhaven.org/-11-justification.pdf,
School of Discipleship,Theology,Confessional Theology [2018],13,Perseverance and Assurance,,3/6/2019,,,,,https://open.spotify.com/episode/5KralwN0v4IpqNgtkcGrhv,https://www.csmedia1.com/cpcnewhaven.org/-12-pers-assur.pdf,
School of Discipleship,Theology,Confessional Theology [2018],14,Sanctification and Good Works,,3/20/2019,,,,,https://open.spotify.com/episode/2uvf35Y4FHREqFsqZipuCI,https://www.csmedia1.com/cpcnewhaven.org/-13-sanctification.pdf,
School of Discipleship,Theology,Confessional Theology [2018],15,Covenant Theology,,4/3/2019,,,,,https://open.spotify.com/episode/3bXg3Uq3YB22vIzYpjmzGQ,https://www.csmedia1.com/cpcnewhaven.org/-14-cov-theology.pdf,
School of Discipleship,Theology,Confessional Theology [2018],16,Christian Liberty and the Issue of Church and State,,4/10/2019,,,,,,,
School of Discipleship,Theology,Confessional Theology [2018],16b,Christian Liberty and Church and State,,4/24/2019,,,,,,,
School of Discipleship,Theology,Confessional Theology [2018],17,Communion of Saints and Church,,5/1/2019,,,,,https://open.spotify.com/episode/55mElM3vcslpzcyWmVDh7n,,
School of Discipleship,Theology,Confessional Theology [2018],18,Christian Worship and Sabbath,,5/15/2019,,,,,https://open.spotify.com/episode/6RqtFTajpE3AsnFRa1vfJJ,,
School of Discipleship,Theology,Confessional Theology [2018],19,Sacraments and Sacramental Spirituality,,,,,,,https://open.spotify.com/episode/5Kq8tSZNHDvxUXVfrKxfqQ,,
School of Discipleship,Theology,Confessional Theology [2018],20,Church Government,,,,,,,https://open.spotify.com/episode/0KP6wXPAdErrrKdwUJlWTl,,
School of Discipleship,Theology,Confessional Theology [2018],21,"Eschatology, Death, Heaven, and Hell",,5/29/2019,,,,,https://open.spotify.com/episode/4FN7qo00z7c8Jckc8felOm,,
Smokin' Theologians,Smokin' Theologians,Season 1,1,Guest Jefferson Bennett,"Alex Gonzalez, Rev. Preston Graham, w/Guest Rev. Jefferson Bennett",,,,https://youtu.be/kbS_kM12ZPE,,https://open.spotify.com/episode/5Ezm9MF76gfnLbXOCSJaKW,,
Smokin' Theologians,Smokin' Theologians,Season 1,2,Guest Craig Luekens,"Alex Gonzalez, Rev. Preston Graham, w/Guest Rev. Craig Luekens",,,,https://youtu.be/mWAXtFFXviU,,https://open.spotify.com/episode/5HSBqnj78cbg0h1KEsqB6D,,
Smokin' Theologians,Smokin' Theologians,Season 1,3,Guest Jerry Ornelas,"Alex Gonzalez, Rev. Preston Graham, w/Guest Rev. Jerry Ornelas",,,,https://youtu.be/tBKxU9TDSJU,,https://open.spotify.com/episode/0hZab0auqqvHygvi60eIFc,,
Smokin' Theologians,Smokin' Theologians,Season 1,4,X Evangelicalism - Why People Are Leaving,"Alex Gonzalez, Rev. Preston Graham, w/Guest Rev. Mike Brunjes",,,,https://youtu.be/F4N2KEVO8Xs,,https://open.spotify.com/episode/1IPr5v9VDMCBe6GA3YF1FM,,
Smokin' Theologians,Smokin' Theologians,Season 1,5,"Veteran's Day Special - God, Military, and War","Alex Gonzalez, Rev. Preston Graham, w/Guest Rev. Ben Sheldon",,,,https://youtu.be/QzsnyomHTQw,,https://open.spotify.com/episode/74wULUdCdvHAfOlOb0dViu,,
Smokin' Theologians,Smokin' Theologians,Season 1,6,The Para-Church and Church - Competitors or Complementary?,"Alex Gonzalez, Rev. Preston Graham, w/Guest Colleen Rice",,,,https://youtu.be/ahyauj0Z8o4,,https://open.spotify.com/episode/52loWETDyDrfO8exYcOWOF,,
Smokin' Theologians,Smokin' Theologians,Season 1,7,"God, Law, and Justice - Conversations with a Federal Prosecutor","Alex Gonzalez, Rev. Preston Graham, w/Guest Karen Peck",,,,https://youtu.be/6W_dXcXbtkw,,https://open.spotify.com/episode/2tycSZDFu1irU2kCc85qvE,,
Smokin' Theologians,Smokin' Theologians,Season 1,8,"Body, Spirit, Avatars? Humanness in an Age of Simulation","Alex Gonzalez, Rev. Preston Graham, w/Special Host Annie McHugh",,,,https://youtu.be/_EoQYkMjm0Q,,https://open.spotify.com/episode/786gIV2n4EaQN45mcioRHW,,
Smokin' Theologians,Smokin' Theologians,Season 1,9,Should Christ be in Christmas?,"Alex Gonzalez, Rev. Preston Graham, w/Guest Rev. Jefferson Bennett",,,,https://youtu.be/4Qt4tByLHJY,,https://open.spotify.com/episode/6cqKW8GnrQrKpeAHLvFWK8,,
Smokin' Theologians,Smokin' Theologians,Season 2,1,"Who is God, Really?","Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/4FMc44enI5Q,,https://open.spotify.com/episode/7k1dhJZrX1ESHlElqc1xyJ,,
Smokin' Theologians,Smokin' Theologians,Season 2,2,What Good is Prayer?,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/TtQSiPLBTTg,,https://open.spotify.com/episode/1GXX9qDT9CK3czndkOl2E0,,
Smokin' Theologians,Smokin' Theologians,Season 2,3,The Temple of Creation,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/lG_2U71O13o,,https://open.spotify.com/episode/10hJiYNcFd0QNM0KcBcl3X,,
Smokin' Theologians,Smokin' Theologians,Season 2,4,The Imago Dei,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/Ti9VsCTHRpI,,https://open.spotify.com/episode/6PxfhZNnhvnI85vJvygHhW,,
Smokin' Theologians,Smokin' Theologians,Season 2,5,"Sin, Ash, and the Fall of Humanity","Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/klOEz2YPpAc,,https://open.spotify.com/episode/4MpqnFCj3YoSNaSdZpVVyF,,
Smokin' Theologians,Smokin' Theologians,Season 2,6,Christology Explained… Can We Really?,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/clZfKEmD0_I,,https://open.spotify.com/episode/7ztvMItlec8KpNVPtOg0Hk,,
Smokin' Theologians,Smokin' Theologians,Season 2,7,Assurance… Is It Possible?,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/DLQ4KDeWTQA,,https://open.spotify.com/episode/0YyXPIU8KRF9j3Gxc4oxhu,,
Smokin' Theologians,Smokin' Theologians,Season 2,8,The Quandria of Conversion Explored,"Alex Gonzalez, Rev. Preston Graham, w/Guest Rev. Curran Bishop",,,,https://youtu.be/v6PH1vK31iI,,https://open.spotify.com/episode/3IpG7YG5c0A2NWn3unUqIf,,
Smokin' Theologians,Smokin' Theologians,Season 2,9,Good Works?,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/Q1Gy51DJdHc,,https://open.spotify.com/episode/5RQn0xMpv9Lax5CO5GjeTO,,
Smokin' Theologians,Smokin' Theologians,Season 2,10,The Church Question - Part 1,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/Wuhsn-VCpuA,,https://open.spotify.com/episode/6zscrsBN99PGFmO6CEOwiQ,,
Smokin' Theologians,Smokin' Theologians,Season 2,11,The Church Question - Part 2,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/uRjfPqxV0wA,,https://open.spotify.com/episode/1jiMGmFi6ShkSt9lVySyuA,,
Smokin' Theologians,Smokin' Theologians,Season 2,12,The Church Question - Part 3,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/6h7g75f0l0M,,https://open.spotify.com/episode/3nPNY2r5JJfKEUsQ6E3Q8F,,
Smokin' Theologians,Smokin' Theologians,Season 2,13,Death and Resurrection… Good Friday and Easter?,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/ABE7mBFqMrg,,https://open.spotify.com/episode/5GPJwI1nWP1Xpml5J9fsai,,
Smokin' Theologians,Smokin' Theologians,Season 2,14,Heaven or Hell?,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/v17e0YU1wwk,,https://open.spotify.com/episode/2MvQX4Vse8DPl2zz8vk7dt,,
Smokin' Theologians,Smokin' Theologians,Season 2,15,Last Call,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/zSfYUpgHOko,,https://open.spotify.com/episode/5t81uz1KVPGxayJfpz2YeY,,
Smokin' Theologians,Smokin' Theologians,Season 3,1,The Strange Curses of Genesis,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/QvMobEqf8cQ,,https://open.spotify.com/episode/5DmMZLZKrYoKOej8UCVjpX,,
Smokin' Theologians,Smokin' Theologians,Season 3,2,The Snip Snip Dilemma (aka Circumcision),"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/GKmpY6nxp3Q,,https://open.spotify.com/episode/6aa7eHoKYHqo9q4ZmlKWKb,,
Smokin' Theologians,Smokin' Theologians,Season 3,3,The Sacrifice of the Dancing Daughter - Really?,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/fUsDWLFjNbA,,https://open.spotify.com/episode/4iLmiK1d13DPduWdRRCJdD,,
Smokin' Theologians,Smokin' Theologians,Season 3,4,The Life and Times of Samson - Oversexed Tarzan or ?,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/aXNjB3R9ekA,,https://open.spotify.com/episode/1jVkwKhlURU85cQEIyzPgn,,
Smokin' Theologians,Smokin' Theologians,Season 3,5,Blubbering Oozin' from the Belly of the King,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/FGF3z25Ubb0,,https://open.spotify.com/episode/459F4tnzLpoZ3HpSB4oy2a,,
Smokin' Theologians,Smokin' Theologians,Season 3,6,Strangers on the Street of Sodom,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/apH2dbFMoGQ,,https://open.spotify.com/episode/7pbr0UAbAQS5y1B0zBrffl,,
Smokin' Theologians,Smokin' Theologians,Season 3,7,The Temper Tantrum Prophet That Wasn't,"Alex Gonzalez, Rev. Preston Graham",,,,https://youtu.be/IiyGyYYalKU,,https://open.spotify.com/episode/4jPsTqkl4Y18SmmVcaicAk,,
Smokin' Theologians,Smokin' Theologians,Season 3,8,Christmas Special,"Alex Gonzalez, Rev. Preston Graham",,,,,,https://open.spotify.com/episode/4pElmFL9gYp5ouULkViXRa,,
Compline,Compline Homilies,Ash Wednesday,,3.2.22,Rev. Preston Graham,3/2/2022,,,https://youtu.be/OtmYL60WiJ4?t=1936,,https://open.spotify.com/episode/2tCqAtD22pEji06wwrnV8R,https://uploads-ssl.webflow.com/6089f3f789959927b6a157cb/6224d5cebf2cca165aa6d2d7_2022-3-2-ash-wednesday.pdf,
Compline,Compline Homilies,,,9.22.21,Rev. Preston Graham,9/22/2021,,,,,https://open.spotify.com/episode/0Hp5qCBb4ia53tm1Na7TKG,,
Compline,Compline Homilies,,4,Episode #4,Rev. Preston Graham,7/1/2021,,,,,https://open.spotify.com/episode/5saMeqxgYCTsGTp8HwHGpJ,,
Compline,Compline Homilies,,3,Episode #3,Rev. Craig Luekens,4/28/2021,,,,,https://open.spotify.com/episode/7wVjs9BANp7DrD9BZmHeFJ,,
Compline,Compline Homilies,,2,Episode #2,Rev. Preston Graham,4/7/2021,,,,,https://open.spotify.com/episode/7ftSv3yBMpmJDDYmlsPxju,,
Compline,Compline Homilies,,1,Episode #1,Rev. Preston Graham,3/31/2021,,,,,https://open.spotify.com/episode/7gDq2baJ583jxPX5PytBq3,,
School of Discipleship,Other?,Bringing ALL of Our Emotions to God,1,Human Emotions and God's Design: An Introduction,Rev. Craig Luekens,2/17/2021,Psalm 77,,https://youtu.be/QiSk-tgcmT8,,,https://www.csmedia1.com/cpcnewhaven.org/emotions-class_2021_intro.pdf,
School of Discipleship,Other?,Bringing ALL of Our Emotions to God,2,Anger,Rev. Craig Luekens,2/24/2021,,,https://youtu.be/GTK_D1cozvU,,,,
School of Discipleship,Other?,Bringing ALL of Our Emotions to God,3,Fear & Worry,Rev. Craig Luekens,3/3/2021,,,https://youtu.be/0L--CkeKIXs,,,,
School of Discipleship,Other?,Bringing ALL of Our Emotions to God,4,Jealousy,Rev. Jerry Ornelas,3/10/2021,,,https://youtu.be/vZH5InoYd5s,,,,
School of Discipleship,Other?,Bringing ALL of Our Emotions to God,5,Contempt,Rev. Jefferson Bennett,3/18/2021,,,https://youtu.be/kuVeEnpfih0,,,,
School of Discipleship,Other?,Bringing ALL of Our Emotions to God,6,Shame,Rev. Jefferson Bennett,3/24/2021,,,https://youtu.be/8NS9gtJt6TI,,,,
School of Discipleship,Racial Reconciliation,Convocation on Racial Reconciliation,1,Conversation with Rev. Tolivar Wills: The Experiences and Perspectives of an African-American Pastor in the Heart of Downtown Atlanta,"Rev. Preston Graham, Rev. Tolivar Wills",1/13/2021,,,https://youtu.be/RzPKVXBvma4,,,,
School of Discipleship,Racial Reconciliation,Convocation on Racial Reconciliation,2,"Conversation with Rev. Daniel Jang: The Experiences and Perspectives of an Asian-American Pastor in Stamford, CT","Rev. Preston Graham, Rev. Daniel Jang",1/20/2021,,,https://youtu.be/yb8hY1SLZg8,,,,
School of Discipleship,Racial Reconciliation,Convocation on Racial Reconciliation,3,Racial Reconciliation Explored: A Biblical Theology of Race,Rev. Preston Graham,1/27/2021,,,https://youtu.be/jpNS2jNMX5k,,,,
School of Discipleship,Racial Reconciliation,Convocation on Racial Reconciliation,4,"Discussion of John Perkins' ""Lament, Confession, and Forgiveness"" from One Blood",Rev. Jerry Ornelas,2/4/2021,,,https://youtu.be/CMSZDN5TZXQ,,,,
School of Discipleship,Racial Reconciliation,Convocation on Racial Reconciliation,5,"Discussion of John Perkins' ""Courage, Prayer, and Love"" from One Blood",Rev. Craig Luekens,2/11/2021,,,https://youtu.be/MKAyq400_MY,,,,
